model,phenomenon,layer,n,adj_r2_cos,adj_r2_cos_frob,delta_adj_r2,beta_z_frob,p_z_frob,p_z_frob_q
google/gemma-3-4b-it,negation,14,1500,0.013805476654391469,0.014523590019345223,0.0007181133649537541,0.0795715874378454,0.1484630253260023,0.23619117665500367
google/gemma-3-4b-it,negation,15,1500,0.011693414336345076,0.012085085509459415,0.0003916711731143385,0.05832428550752573,0.20707953611620686,0.31512103322031476
google/gemma-3-4b-it,negation,16,1500,0.011444883513748727,0.010979258262700187,-0.00046562525104854036,0.02641042073945789,0.5866770176578808,0.6960574785771467
google/gemma-3-4b-it,negation,17,1500,0.010165839906592256,0.009513138502791785,-0.0006527014038004708,-0.005972200254849572,0.9052265914558616,0.91834581741899
google/gemma-3-4b-it,negation,18,1500,0.007915183846669671,0.008708081175475724,0.0007928973288060526,-0.09182862289507376,0.13852676378880766,0.22550868523759385
google/gemma-3-4b-it,negation,19,1500,0.006885193525371758,0.006421236588980417,-0.00046395693639134095,-0.038933640304062336,0.5830663324641531,0.6960574785771467
google/gemma-3-4b-it,negation,20,1500,0.0076837209915257,0.007148395697605614,-0.0005353252939200859,-0.033062949572667935,0.6601757251201115,0.7575787009575049
google/gemma-3-4b-it,negation,21,1500,0.007939855814753538,0.007288431797903727,-0.0006514240168498109,0.010478318911501826,0.8923676785370523,0.91834581741899
google/gemma-3-4b-it,negation,22,1500,0.009290940149379034,0.008682453050250505,-0.0006084870991285296,-0.027975300974796752,0.7750054950447526,0.8476622602051981
google/gemma-3-4b-it,negation,23,1500,0.008696511482093938,0.008039911342883954,-0.0006566001392099841,-0.0114342835888855,0.9212968624141892,0.9212968624141892
google/gemma-3-4b-it,negation,24,1500,0.008017252719648038,0.008611054103305094,0.0005938013836570555,-0.15028566915168717,0.16872807800152403,0.26246589911348184
google/gemma-3-4b-it,negation,25,1500,0.010091527637227093,0.010268793630084039,0.00017726599285694533,-0.12379695410244645,0.2603339577529272,0.38773142644052994
google/gemma-3-4b-it,negation,26,1500,0.011351753301819145,0.011171001588033969,-0.00018075171378517663,-0.09445279941170731,0.3941433371254772,0.5409810509565374
google/gemma-3-4b-it,negation,27,1500,0.01210668078483057,0.011792880653797022,-0.0003138001310335481,-0.07779933863038714,0.4688499309899018,0.6192357579111911
google/gemma-3-4b-it,negation,28,1500,0.012330037708252362,0.012233265586441777,-9.677212181058437e-05,-0.10998391919280356,0.35573121578102734,0.49802370209343827
google/gemma-3-4b-it,negation,29,1500,0.012664195152612079,0.012071322962890152,-0.0005928721897219269,-0.04362991082509128,0.7492193376346996,0.8324659307052218
google/gemma-3-4b-it,negation,30,1500,0.012541592997970197,0.011904700662803025,-0.0006368923351671718,0.026598454873293903,0.8501003995791904,0.9154927380083588
google/gemma-3-4b-it,negation,31,1500,0.012291672406867127,0.01175918037209489,-0.0005324920347722362,0.05564420213300889,0.6597432869877456,0.7575787009575049
google/gemma-3-4b-it,negation,32,1500,0.013474206708801839,0.013022288915976121,-0.00045191779282571787,0.07282498553348168,0.5747055951297686,0.6960574785771467
google/gemma-3-4b-it,negation,33,1500,0.013109596962548764,0.013243614815700577,0.00013401785315181325,0.13468470547419475,0.2728633604610197,0.39792573400565373
google/gemma-3-4b-it,negation,34,1500,0.019151264024329318,0.02638444837846543,0.007233184354136113,0.2780875631110341,0.0005148120739843812,0.001716040246614604
google/gemma-3-4b-it,role_reversal,0,1500,0.054391745959846305,0.06441269424241636,0.010020948282570052,0.5224469284505124,3.895567918584122e-05,0.00017043109643805532
google/gemma-3-4b-it,role_reversal,1,1500,0.05564728239653649,0.06572251564917053,0.010075233252634042,0.7110874670728347,3.6799289010204065e-05,0.00017043109643805532
google/gemma-3-4b-it,role_reversal,2,1500,0.05570380565592414,0.06184091319662921,0.006137107540705067,0.5275200408323468,0.001046185079061579,0.0028166521359350204
google/gemma-3-4b-it,role_reversal,3,1500,0.056624565039507524,0.0629622124446434,0.006337647405135871,0.6318255512245874,0.0008757763074237111,0.0025543475633191576
google/gemma-3-4b-it,role_reversal,4,1500,0.058694426259554344,0.0628706464730524,0.004176220213498061,0.3736246970765462,0.005694183367002089,0.013744580541039523
google/gemma-3-4b-it,role_reversal,5,1500,0.0665704759001029,0.06751971265748347,0.0009492367573805671,0.23996424607203878,0.11241674064434193,0.1919310206122911
google/gemma-3-4b-it,role_reversal,6,1500,0.0685174768240977,0.12258488604168172,0.05406740921758402,1.0682708907741127,1.9789604560404267e-21,1.3852723192282987e-19
google/gemma-3-4b-it,role_reversal,7,1500,0.06873485348018149,0.09131016459134278,0.02257531111116129,0.7958804126112463,8.358121402903632e-10,1.4626712455081357e-08
google/gemma-3-4b-it,role_reversal,8,1500,0.07625683208977052,0.12339856262399806,0.047141730534227544,0.9193707125145071,5.3798313350462e-19,1.2552939781774466e-17
google/gemma-3-4b-it,role_reversal,9,1500,0.07825107573263179,0.07947072295432689,0.001219647221695097,0.19093523017207836,0.08439590635969259,0.15546614329417055
google/gemma-3-4b-it,role_reversal,10,1500,0.07737440997628375,0.08858492729995493,0.011210517323671176,0.5336426297184167,1.1349099154316547e-05,6.111053390785833e-05
google/gemma-3-4b-it,role_reversal,11,1500,0.0726909174509015,0.07240732237788805,-0.000283595073013454,0.08010597502650595,0.4614626824758489,0.6192357579111911
google/gemma-3-4b-it,role_reversal,12,1500,0.0700009950762025,0.0723997028591441,0.0023987077829416004,0.2946952170391854,0.027502056936600378,0.0566218819282949
google/gemma-3-4b-it,role_reversal,13,1500,0.0657198771944818,0.06834800880484215,0.0026281316103603514,0.271997984302177,0.022466541843555777,0.049145560282778264
google/gemma-3-4b-it,role_reversal,14,1500,0.06882903749709157,0.07002925070227561,0.001200213205184042,0.1652885234658059,0.08711578057408276,0.15636165744066138
google/gemma-3-4b-it,role_reversal,15,1500,0.0707431235365602,0.07157725364757128,0.0008341301110110777,0.16513718957183476,0.12597272384976257,0.2099545397496043
google/gemma-3-4b-it,role_reversal,16,1500,0.06193749362043133,0.06304768170038955,0.0011101880799582187,0.1926932431857914,0.09609983815034105,0.16817471676309684
google/gemma-3-4b-it,role_reversal,17,1500,0.05943136937084392,0.06157894940918951,0.0021475800383455868,0.2999159437591543,0.03561189532775592,0.07122379065551183
google/gemma-3-4b-it,role_reversal,18,1500,0.06132142851055533,0.06383029138927099,0.0025088628787156564,0.3144227018439385,0.02536020829502533,0.053794381231871906
google/gemma-3-4b-it,role_reversal,19,1500,0.061858528356207754,0.06800654909897175,0.006148020742763993,0.5097390442059012,0.0010010459224768745,0.0028029285829352484
google/gemma-3-4b-it,role_reversal,20,1500,0.07188750792340048,0.07725851985298104,0.00537101192958056,0.5557127773341226,0.0018697867747562464,0.004847595341960638
google/gemma-3-4b-it,role_reversal,21,1500,0.07251081759571776,0.07977340873371475,0.007262591137996988,0.7087795584218655,0.0003564103350181219,0.0013130907079615018
google/gemma-3-4b-it,role_reversal,22,1500,0.07333623780149212,0.08865865570818277,0.015322417906690644,1.1973793498806795,3.5631686737132757e-07,3.1177725894991163e-06
google/gemma-3-4b-it,role_reversal,23,1500,0.07230827294381725,0.0850939017504393,0.01278562880662204,1.2555655327364326,3.1219842572279365e-06,1.986717254599596e-05
