phenomenon,model,layer,metric,n,raw_spearman,raw_p,surface_controlled_spearman,surface_controlled_p
role_reversal,bert-base-uncased,10,delta_frob,1500,0.2806844651238165,1.477051623405523e-28,0.23194987764035035,9.010213500716029e-20
role_reversal,bert-base-uncased,11,delta_frob,1500,0.2635327177511112,2.990220086209779e-25,0.21372839069630675,5.878718975733864e-17
role_reversal,bert-base-uncased,12,delta_frob,1500,0.2525455002918005,2.950847339621542e-23,0.2016935008427484,3.114662207407772e-15
role_reversal,bert-base-uncased,0,delta_l2,1500,0.23226488624334876,8.01463474694684e-20,0.158269416111667,7.114363530635816e-10
role_reversal,bert-base-uncased,1,delta_l2,1500,0.22801206831811066,3.837709547858615e-19,0.1575670203867932,8.471956339190041e-10
role_reversal,bert-base-uncased,2,delta_l2,1500,0.24684915310629713,2.9278160086439813e-22,0.18053970842157063,1.8625601291245622e-12
role_reversal,bert-base-uncased,3,delta_l2,1500,0.27037878372632207,1.5294190989203312e-26,0.20976144632461186,2.235195296697893e-16
role_reversal,bert-base-uncased,4,delta_l2,1500,0.3118202564823377,3.500633521342243e-35,0.2634017718661078,3.162525163996153e-25
role_reversal,bert-base-uncased,5,delta_l2,1500,0.3135310792983414,1.432445075996309e-35,0.26605891440163965,1.0084035189709278e-25
role_reversal,bert-base-uncased,6,delta_l2,1500,0.3190088639600039,7.87554462306065e-37,0.27169907953552874,8.534546841575155e-27
