phenomenon,control,mean_spearman,max_abs_spearman
negation,abs_length_delta,0.036339106293601486,0.0630346641104816
negation,edit_distance,0.13151265878277035,0.20954501793069608
negation,lexical_jaccard,-0.32529195683576284,0.6956054164329925
role_reversal,abs_length_delta,0.207204578955833,0.31185452148593285
role_reversal,edit_distance,0.16797326414202735,0.3943950124607394
role_reversal,lexical_jaccard,-0.44598558364128377,0.6085580255089919
