model,phenomenon,layer,metric,spearman_ci_lo,spearman_ci_hi,pearson_ci_lo,pearson_ci_hi
bert-base-uncased,attachment,0,delta_cos,-0.6487873362090013,-0.110158967556884,-0.6179897793787041,-0.057492996554555156
bert-base-uncased,attachment,0,delta_frob,-0.6268980843483385,-0.0736155132573375,-0.6000694445046817,-0.015453540272512849
bert-base-uncased,attachment,0,delta_l2,-0.6127693766843542,-0.06655053601184154,-0.6102711738657093,-0.03269576193982851
bert-base-uncased,attachment,0,delta_token_aligned,-0.28682165302820245,0.5285396299805675,-0.2497311779656938,0.48342254107516985
bert-base-uncased,attachment,1,delta_cos,-0.7073289860437791,0.00577642117302123,-0.6535080558994293,-0.03069784664460696
bert-base-uncased,attachment,1,delta_frob,-0.6611318611912971,0.030786797670223208,-0.6831233294005956,-0.015246942318599523
bert-base-uncased,attachment,1,delta_l2,-0.6621290011793595,0.08997497038788557,-0.6265908951097551,-0.032644172128064676
bert-base-uncased,attachment,1,delta_token_aligned,-0.15767776287851548,0.5085591522789301,-0.26553954149206804,0.46294677889034125
bert-base-uncased,attachment,2,delta_cos,-0.6415255662198932,0.06219503983025622,-0.6436769493315977,-0.01706146768258774
bert-base-uncased,attachment,2,delta_frob,-0.6840995986004142,-0.0706582680808739,-0.6684906804165088,-0.052396756863542816
bert-base-uncased,attachment,2,delta_l2,-0.6201692114523756,0.051559163011279587,-0.6041325686294119,-0.019371201415358974
bert-base-uncased,attachment,2,delta_token_aligned,-0.21683814565203913,0.47287016296861245,-0.28595164871608253,0.4527757121767392
bert-base-uncased,attachment,3,delta_cos,-0.6501277999415402,0.02608067673019232,-0.6259903484866943,-0.02681682993787336
bert-base-uncased,attachment,3,delta_frob,-0.6592829549513864,-0.025373861764447316,-0.6618303269156784,-0.058447547552595396
bert-base-uncased,attachment,3,delta_l2,-0.6055381609600312,0.08825463821087993,-0.5940811475808588,0.0016059497842866779
bert-base-uncased,attachment,3,delta_token_aligned,-0.2626590019465468,0.4472311025157369,-0.3138264074323324,0.439549400392659
bert-base-uncased,attachment,4,delta_cos,-0.6105589112317454,0.027680968111158204,-0.6095263370725669,-0.03303766108983435
bert-base-uncased,attachment,4,delta_frob,-0.6064980328578278,0.053407869670592995,-0.6214339968871528,-0.018853099856200286
bert-base-uncased,attachment,4,delta_l2,-0.5783139057253998,0.04480637323040769,-0.5903077434868622,0.0020105128485604874
bert-base-uncased,attachment,4,delta_token_aligned,-0.2153145370661172,0.5391532235404893,-0.3194875277033589,0.44093424560459143
bert-base-uncased,attachment,5,delta_cos,-0.595963324825853,0.0754048301106071,-0.6099426743166397,0.03045716820967093
bert-base-uncased,attachment,5,delta_frob,-0.5789739520931955,0.12906842157652226,-0.6193296828967129,0.02677922141415608
bert-base-uncased,attachment,5,delta_l2,-0.5319705349074385,0.1428651083554821,-0.584244318211674,0.048466837174213004
bert-base-uncased,attachment,5,delta_token_aligned,-0.250648619399136,0.42049067734304235,-0.3361789122909613,0.40640906859300896
bert-base-uncased,attachment,6,delta_cos,-0.4888207696541852,0.1582055531143088,-0.5534616842644647,0.05892071056083874
bert-base-uncased,attachment,6,delta_frob,-0.503225570915355,0.16029698608726092,-0.5756489211590506,0.08705381213243667
bert-base-uncased,attachment,6,delta_l2,-0.46621083347688463,0.18156985332273784,-0.5036823488365794,0.11100588744878252
bert-base-uncased,attachment,6,delta_token_aligned,-0.3725914064830069,0.3446141722210012,-0.3383788832953838,0.39427997130305387
bert-base-uncased,attachment,7,delta_cos,-0.4237929154443968,0.20809233478289227,-0.48052507158951624,0.18862591355854819
bert-base-uncased,attachment,7,delta_frob,-0.4300011647514216,0.2402820976142652,-0.5118663871155877,0.19483791115142082
bert-base-uncased,attachment,7,delta_l2,-0.35783228926355665,0.24976902183711577,-0.4219365341403876,0.2317165786408209
bert-base-uncased,attachment,7,delta_token_aligned,-0.20833983581494364,0.5104667752306484,-0.28467509080523085,0.45952948133852917
bert-base-uncased,attachment,8,delta_cos,-0.42894072539906897,0.25407791677636143,-0.42598546458816117,0.2674164239864427
bert-base-uncased,attachment,8,delta_frob,-0.4511516632002289,0.24695430818534517,-0.4309824260151091,0.278146999819742
bert-base-uncased,attachment,8,delta_l2,-0.4162291168485509,0.2437236884899784,-0.3580363374432808,0.3047744366919596
bert-base-uncased,attachment,8,delta_token_aligned,-0.24694298371958207,0.5445439829981465,-0.2690466146804296,0.49079864787644606
bert-base-uncased,attachment,9,delta_cos,-0.32619034400146163,0.3987960002136759,-0.3666023111758281,0.30647122569744584
bert-base-uncased,attachment,9,delta_frob,-0.4085003211778965,0.3335113412890808,-0.39904005456994784,0.3080947519160637
bert-base-uncased,attachment,9,delta_l2,-0.30138351250118495,0.4114762649973915,-0.27041019463242333,0.35392311212912686
bert-base-uncased,attachment,9,delta_token_aligned,-0.2963979741981155,0.535497322988509,-0.28861851163525476,0.48605183190603074
bert-base-uncased,attachment,10,delta_cos,-0.3514633721724312,0.41983013196557845,-0.35820598309655716,0.38313818323531074
bert-base-uncased,attachment,10,delta_frob,-0.3711604959859554,0.3692818249311393,-0.39243824488823903,0.35268795146764137
bert-base-uncased,attachment,10,delta_l2,-0.29563660774222417,0.42725585773696034,-0.3168370364250808,0.3929235621600265
bert-base-uncased,attachment,10,delta_token_aligned,-0.31199620416093093,0.48734933109479955,-0.326176109952419,0.48002903434208216
bert-base-uncased,attachment,11,delta_cos,-0.40167905070961807,0.3978752056038478,-0.38967558775505345,0.37062059553070464
bert-base-uncased,attachment,11,delta_frob,-0.41165281856977853,0.37983026339182496,-0.4142838317818752,0.3510002714392414
bert-base-uncased,attachment,11,delta_l2,-0.3145736120011012,0.3933665805632542,-0.34003487400540006,0.37857884754584215
bert-base-uncased,attachment,11,delta_token_aligned,-0.34920766890050514,0.45449815820834666,-0.3375522165307443,0.4772941077077359
bert-base-uncased,attachment,12,delta_cos,-0.4385702283563819,0.343280834231945,-0.41045719406435993,0.3629734257651316
bert-base-uncased,attachment,12,delta_frob,-0.45219155834408453,0.3348742086245048,-0.4040813557103258,0.367872713640955
bert-base-uncased,attachment,12,delta_l2,-0.37541476449202443,0.34833353416652113,-0.37336387888399514,0.3805950281592067
bert-base-uncased,attachment,12,delta_token_aligned,-0.19864635135501424,0.5177520996372278,-0.20757154823899224,0.5243333545792929
bert-base-uncased,negation,0,delta_cos,-0.33221277139852173,0.36620473830807093,-0.32015804552696897,0.28616439646377895
bert-base-uncased,negation,0,delta_frob,-0.26912111495770985,0.4559495594344692,-0.3398547276892097,0.43160607649299254
bert-base-uncased,negation,0,delta_l2,-0.39159944151566384,0.3443850035669359,-0.3932961305940645,0.2575389233354872
bert-base-uncased,negation,0,delta_token_aligned,0.0036383264395965314,0.6382835317701891,-0.2285327727208057,0.5619057541609883
bert-base-uncased,negation,1,delta_cos,-0.4040683573459535,0.4102521238469835,-0.3322711010418227,0.41685396854444956
bert-base-uncased,negation,1,delta_frob,-0.36435506128491946,0.42122229101231495,-0.26035843930526215,0.48744829975983417
bert-base-uncased,negation,1,delta_l2,-0.17693801882736435,0.5390259064050185,-0.1684541316910361,0.44740999973031864
bert-base-uncased,negation,1,delta_token_aligned,-0.1080885783127201,0.6136851443613532,-0.06780035925186535,0.5254487304797302
bert-base-uncased,negation,2,delta_cos,-0.15080316912846656,0.47786586194472236,-0.14048840172811813,0.3863020408546822
bert-base-uncased,negation,2,delta_frob,-0.1398220436625256,0.5046846650673547,-0.11647498320446546,0.4949061400745563
bert-base-uncased,negation,2,delta_l2,-0.05431236446281635,0.598517342853878,-0.04275689330390194,0.4159188870156594
bert-base-uncased,negation,2,delta_token_aligned,-0.20032695678942847,0.5062087257616066,-0.07274771673470336,0.46283396001803384
bert-base-uncased,negation,3,delta_cos,-0.13942672527179825,0.5797767158420228,-0.23822895580758702,0.44347826953948477
bert-base-uncased,negation,3,delta_frob,-0.046756003788213894,0.6183971926989494,-0.10813166847569602,0.5226614588164243
bert-base-uncased,negation,3,delta_l2,-0.033663384552077964,0.6276079087283913,-0.08117555761758964,0.4809338117882897
bert-base-uncased,negation,3,delta_token_aligned,-0.10326005410531011,0.5712994728249086,-0.013782814778242091,0.5254551331048947
bert-base-uncased,negation,4,delta_cos,-0.32823340571484794,0.4729536592593993,-0.4281036090348277,0.37142128425023335
bert-base-uncased,negation,4,delta_frob,-0.3120959703478994,0.47923464559471607,-0.340328015849451,0.40172592623785525
bert-base-uncased,negation,4,delta_l2,-0.29825650367581147,0.49369596157859663,-0.3574516173189365,0.4197373230744337
bert-base-uncased,negation,4,delta_token_aligned,-0.15631766078697246,0.5495363917986013,-0.1697428328444643,0.49583527795470145
bert-base-uncased,negation,5,delta_cos,-0.3672382036609073,0.3875782499022095,-0.38772492418015353,0.2586716596847087
