model,phenomenon,layer,n,adj_r2_cos,adj_r2_cos_frob,delta_adj_r2,beta_z_frob,p_z_frob,p_z_frob_q
gpt2,role_reversal,8,100,0.047145191808169895,0.045231158891889,-0.0019140329162808944,-0.3463399390019496,0.3711182014472322,0.8387910461911011
gpt2,role_reversal,9,100,0.036435056014490486,0.026551504927003422,-0.009883551087487064,-0.06127611132051136,0.8739611381208597,0.98216679191396
gpt2,role_reversal,10,100,0.034936536671699936,0.026933719915734344,-0.008002816755965592,0.19047097756927284,0.6474514760301627,0.9246832325301471
gpt2,role_reversal,11,100,0.026985165566378977,0.01899537607459567,-0.007989789491783306,0.153684861988294,0.641539219160978,0.9246832325301471
gpt2,role_reversal,12,100,0.001322322098274542,-0.0019322947131024115,-0.0032546168113769536,-0.37079306473355034,0.4088707952775352,0.8387910461911011
roberta-base,attachment,0,100,-0.022405456343206565,-0.03192816677958832,-0.009522710436381754,-0.41669686053035293,0.7362636965473751,0.9246832325301471
roberta-base,attachment,1,100,-0.02236977038415411,-0.02620134482505243,-0.003831574440898322,-1.1764243179848628,0.4251450168649812,0.8387910461911011
roberta-base,attachment,2,100,-0.005854961156467997,-0.013131357992240522,-0.007276396835772525,-1.515811810338146,0.5786720200377594,0.9246832325301471
roberta-base,attachment,3,100,-0.014117100066395993,-0.024735155563774702,-0.010618055497378709,-0.2030261152313202,0.9422733546269767,0.9999586269981676
roberta-base,attachment,4,100,-0.01500484091321197,-0.01890854641210704,-0.0039037054988950715,-2.8481356439912853,0.42853195216534795,0.8387910461911011
roberta-base,attachment,5,100,-0.02120214068118309,-0.03151629093568076,-0.010314150254497667,0.728860760449457,0.8417244493925585,0.98216679191396
roberta-base,attachment,6,100,-0.021441392104896817,-0.018117732134167897,0.0033236599707289205,6.229769794822188,0.2546597635902622,0.8387910461911011
roberta-base,attachment,7,100,-0.021273167057234588,-0.01975988376559923,0.001513283291635359,5.3787758477220855,0.2878414906704487,0.8387910461911011
roberta-base,attachment,8,100,-0.02158370612790561,-0.0016566373399198309,0.01992706878798578,7.683482339878449,0.09130842125426847,0.8387910461911011
roberta-base,attachment,9,100,-0.01983487245797555,0.025807285049678996,0.045642157507654546,11.659428665698513,0.021123158940021015,0.8387910461911011
roberta-base,attachment,10,100,-0.021531634283312062,0.01057044177797506,0.03210207606128712,12.105397425781174,0.045310746720311365,0.8387910461911011
roberta-base,attachment,11,100,-0.022240943326703233,0.005882879154372467,0.0281238224810757,13.159476309360684,0.056884709280110995,0.8387910461911011
roberta-base,attachment,12,100,-0.02244648563374696,-0.013928513567819545,0.008517972065927415,2.4218859696337693,0.18213066053141336,0.8387910461911011
roberta-base,negation,0,100,0.00017704014803843204,0.017733491443480576,0.017556451295442144,0.6248052654768982,0.10151677700668642,0.8387910461911011
roberta-base,negation,1,100,0.0035287957339228404,-0.004798247920833498,-0.008327043654756339,0.3596096248398193,0.6588560321651467,0.9246832325301471
roberta-base,negation,2,100,-0.008457432057325187,-0.014804810826231085,-0.006347378768905898,-0.6952629922144492,0.5320655836228657,0.9246832325301471
roberta-base,negation,3,100,0.01574397707492936,0.00549223657974518,-0.01025174049518418,0.014730570212026617,0.9924744927567855,0.9999586269981676
roberta-base,negation,4,100,0.023927372902832533,0.014044507341238188,-0.009882865561594345,-0.36964963385228544,0.8681504114781163,0.98216679191396
roberta-base,negation,5,100,0.014388302694324895,0.0052753795753286425,-0.009112923118996252,0.8498651487009152,0.7393305428367719,0.9246832325301471
