phenomenon,probe_name,model,dataset_path,layer,seed,split_type,feature_type,accuracy,macro_f1,auroc,ece,control_accuracy,control_macro_f1,selectivity,n_train,n_dev,n_test,config_sha256,solver,max_iter,C
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,10,17,random,sentence_mean,1.0,1.0,1.0,,0.4425,0.4414911934682019,0.558508806531798,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,10,19,random,sentence_mean,1.0,1.0,1.0,,0.54,0.5399884997124929,0.46001150028750715,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,10,23,random,sentence_mean,1.0,1.0,1.0,,0.555,0.555,0.44499999999999995,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,11,11,random,sentence_mean,1.0,1.0,1.0,,0.4625,0.4615273838370557,0.5384726161629443,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,11,13,random,sentence_mean,1.0,1.0,1.0,,0.43,0.4288434079009995,0.5711565920990005,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,11,17,random,sentence_mean,1.0,1.0,1.0,,0.45,0.4499449944994499,0.5500550055005501,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,11,19,random,sentence_mean,1.0,1.0,1.0,,0.525,0.524952495249525,0.47504750475047497,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,11,23,random,sentence_mean,1.0,1.0,1.0,,0.57,0.569827931172469,0.430172068827531,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,12,11,random,sentence_mean,1.0,1.0,1.0,,0.4575,0.45733380847884664,0.5426661915211534,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,12,13,random,sentence_mean,1.0,1.0,1.0,,0.445,0.4433160309937561,0.556683969006244,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,12,17,random,sentence_mean,1.0,1.0,1.0,,0.465,0.4647859143657463,0.5352140856342538,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,12,19,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.5275,0.5272606757170818,0.4727393242829182,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,12,23,random,sentence_mean,1.0,1.0,1.0,,0.545,0.544897601960441,0.455102398039559,1600,0,400,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,0,11,random,sentence_mean,1.0,1.0,1.0,,0.43666666666666665,0.43626578900551505,0.563734210994485,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,0,13,random,sentence_mean,1.0,1.0,1.0,,0.4666666666666667,0.466453247965853,0.533546752034147,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,0,17,random,sentence_mean,1.0,1.0,1.0,,0.5716666666666667,0.5715702699774116,0.42842973002258844,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,0,19,random,sentence_mean,1.0,1.0,1.0,,0.445,0.4449861246531164,0.5550138753468836,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,0,23,random,sentence_mean,1.0,1.0,1.0,,0.5266666666666666,0.525776179715243,0.47422382028475696,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,1,11,random,sentence_mean,1.0,1.0,1.0,,0.43833333333333335,0.4376444477818661,0.5623555522181338,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,1,13,random,sentence_mean,1.0,1.0,1.0,,0.5033333333333333,0.5033333333333333,0.4966666666666667,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,1,17,random,sentence_mean,1.0,1.0,1.0,,0.49666666666666665,0.49646525276777376,0.5035347472322262,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,1,19,random,sentence_mean,1.0,1.0,1.0,,0.5333333333333333,0.5333125916707409,0.46668740832925915,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,1,23,random,sentence_mean,1.0,1.0,1.0,,0.515,0.5137018541161267,0.4862981458838733,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,2,11,random,sentence_mean,1.0,1.0,1.0,,0.4483333333333333,0.4452126545149801,0.5547873454850198,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,2,13,random,sentence_mean,1.0,1.0,1.0,,0.4583333333333333,0.4583197913281165,0.5416802086718835,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,2,17,random,sentence_mean,1.0,1.0,1.0,,0.495,0.49496492812000836,0.5050350718799916,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,2,19,random,sentence_mean,1.0,1.0,1.0,,0.5033333333333333,0.5033333333333333,0.4966666666666667,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,2,23,random,sentence_mean,1.0,1.0,1.0,,0.5083333333333333,0.5078398060277112,0.49216019397228883,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,3,11,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.48833333333333334,0.48801334167187826,0.5119866583281217,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,3,13,random,sentence_mean,1.0,1.0,1.0,,0.48833333333333334,0.488320541346867,0.511679458653133,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,3,17,random,sentence_mean,1.0,1.0,1.0,,0.495,0.49498737468436715,0.5050126253156328,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,3,19,random,sentence_mean,1.0,1.0,1.0,,0.52,0.5198666296193387,0.4801333703806613,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,3,23,random,sentence_mean,1.0,1.0,1.0,,0.515,0.5149663171053545,0.48503368289464555,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,4,11,random,sentence_mean,1.0,1.0,1.0,,0.47,0.46928648516338634,0.5307135148366137,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,4,13,random,sentence_mean,1.0,1.0,1.0,,0.4816666666666667,0.48163066879644423,0.5183693312035558,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,4,17,random,sentence_mean,1.0,1.0,1.0,,0.495,0.4949985972183256,0.5050014027816744,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,4,19,random,sentence_mean,1.0,1.0,1.0,,0.5466666666666666,0.546258299135889,0.45374170086411103,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,4,23,random,sentence_mean,1.0,1.0,1.0,,0.5183333333333333,0.5182677642234638,0.48173223577653623,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,5,11,random,sentence_mean,1.0,1.0,1.0,,0.49,0.48872180451127817,0.5112781954887218,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,5,13,random,sentence_mean,1.0,1.0,1.0,,0.495,0.4949312545318668,0.5050687454681332,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,5,17,random,sentence_mean,1.0,1.0,1.0,,0.5066666666666667,0.5066611851242792,0.49333881487572084,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,5,19,random,sentence_mean,1.0,1.0,1.0,,0.515,0.5145131645900473,0.48548683540995274,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,5,23,random,sentence_mean,1.0,1.0,1.0,,0.5166666666666667,0.5166451842304103,0.4833548157695897,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,6,11,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.48,0.4788650839606253,0.5211349160393747,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,6,13,random,sentence_mean,1.0,1.0,1.0,,0.475,0.47499854166261574,0.5250014583373843,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,6,17,random,sentence_mean,1.0,1.0,1.0,,0.49833333333333335,0.4982984929508994,0.5017015070491007,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,6,19,random,sentence_mean,1.0,1.0,1.0,,0.5433333333333333,0.542825361512792,0.45717463848720796,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,6,23,random,sentence_mean,1.0,1.0,1.0,,0.5433333333333333,0.5431505935707617,0.4568494064292383,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,7,11,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.505,0.5041391304347826,0.49586086956521735,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,7,13,random,sentence_mean,1.0,1.0,1.0,,0.5,0.4999499949995,0.5000500050005,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,7,17,random,sentence_mean,1.0,1.0,1.0,,0.49166666666666664,0.4916313632891173,0.5083686367108827,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,7,19,random,sentence_mean,1.0,1.0,1.0,,0.5266666666666666,0.5261401557285874,0.4738598442714126,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,7,23,random,sentence_mean,1.0,1.0,1.0,,0.5033333333333333,0.5031953320366769,0.4968046679633231,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,8,11,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.49833333333333335,0.49597983919356775,0.5040201608064323,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,8,13,random,sentence_mean,1.0,1.0,1.0,,0.47,0.46928648516338634,0.5307135148366137,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,8,17,random,sentence_mean,1.0,1.0,1.0,,0.495,0.4948302068195143,0.5051697931804857,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,8,19,random,sentence_mean,1.0,1.0,1.0,,0.5216666666666666,0.5206960762210142,0.4793039237789858,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,8,23,random,sentence_mean,1.0,1.0,1.0,,0.5283333333333333,0.5282271844498345,0.4717728155501655,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,9,11,random,sentence_mean,1.0,1.0,1.0,,0.495,0.4928573221862369,0.5071426778137631,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,9,13,random,sentence_mean,1.0,1.0,1.0,,0.48,0.4796299590820139,0.5203700409179861,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,9,17,random,sentence_mean,1.0,1.0,1.0,,0.495,0.49498737468436715,0.5050126253156328,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,9,19,random,sentence_mean,1.0,1.0,1.0,,0.505,0.5046023057398856,0.4953976942601144,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,9,23,random,sentence_mean,1.0,1.0,1.0,,0.515,0.5149339771246642,0.48506602287533584,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,10,11,random,sentence_mean,1.0,1.0,1.0,,0.47833333333333333,0.4774260869565217,0.5225739130434783,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,10,13,random,sentence_mean,1.0,1.0,1.0,,0.465,0.46474872926457145,0.5352512707354286,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,10,17,random,sentence_mean,1.0,1.0,1.0,,0.49833333333333335,0.49782976818420693,0.502170231815793,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,10,19,random,sentence_mean,1.0,1.0,1.0,,0.5116666666666667,0.5115024772215105,0.48849752277848946,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,10,23,random,sentence_mean,1.0,1.0,1.0,,0.5416666666666666,0.5416042739150606,0.4583957260849394,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,11,11,random,sentence_mean,1.0,1.0,1.0,,0.475,0.47422740638326877,0.5257725936167312,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,11,13,random,sentence_mean,1.0,1.0,1.0,,0.4633333333333333,0.46284989824175093,0.5371501017582491,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,11,17,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.5016666666666667,0.5014991149803127,0.49850088501968726,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,11,19,random,sentence_mean,1.0,1.0,1.0,,0.515,0.5149663171053545,0.48503368289464555,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,11,23,random,sentence_mean,1.0,1.0,1.0,,0.535,0.5348436557843053,0.46515634421569474,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,12,11,random,sentence_mean,1.0,1.0,1.0,,0.475,0.47457820305745446,0.5254217969425455,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,12,13,random,sentence_mean,1.0,1.0,1.0,,0.47,0.46978791516606644,0.5302120848339336,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,12,17,random,sentence_mean,1.0,1.0,1.0,,0.485,0.4848268445783166,0.5151731554216834,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,12,19,random,sentence_mean,1.0,1.0,1.0,,0.5016666666666667,0.5014991149803127,0.49850088501968726,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,gpt2,data/css_pairs/neg_1500.jsonl,12,23,random,sentence_mean,1.0,1.0,1.0,,0.5,0.4999110953058321,0.5000889046941679,2400,0,600,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,0,11,random,span_vector,1.0,1.0,1.0,,0.5391666666666667,0.534743825154542,0.465256174845458,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,0,13,random,span_vector,1.0,1.0,1.0,,0.3975,0.3965743282577231,0.6034256717422769,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,0,17,random,span_vector,1.0,1.0,1.0,,0.455,0.44273870352960554,0.5572612964703945,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,0,19,random,span_vector,1.0,1.0,1.0,,0.465,0.4638323459979511,0.5361676540020489,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,0,23,random,span_vector,1.0,1.0,1.0,,0.5541666666666667,0.552934442223044,0.447065557776956,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,1,11,random,span_vector,1.0,1.0,1.0,,0.4608333333333333,0.4604732741781147,0.5395267258218853,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,1,13,random,span_vector,1.0,1.0,1.0,,0.44666666666666666,0.44508825102513816,0.5549117489748618,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,1,17,random,span_vector,1.0,1.0,1.0,,0.48,0.47992921258726884,0.5200707874127312,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,1,19,random,span_vector,1.0,1.0,1.0,,0.4575,0.45730063335767096,0.542699366642329,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,1,23,random,span_vector,1.0,1.0,0.9999999999999999,,0.5316666666666666,0.5315833926031295,0.4684166073968705,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,2,11,random,span_vector,1.0,1.0,1.0,,0.4875,0.48749110227608117,0.5125088977239188,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,2,13,random,span_vector,1.0,1.0,1.0,,0.44333333333333336,0.4419381787802841,0.5580618212197159,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,2,17,random,span_vector,1.0,1.0,0.9999999999999999,,0.495,0.4949943888265425,0.5050056111734575,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,2,19,random,span_vector,1.0,1.0,1.0,,0.4766666666666667,0.4766666666666667,0.5233333333333333,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,2,23,random,span_vector,1.0,1.0,1.0,,0.5383333333333333,0.5383128139028401,0.46168718609715986,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,3,11,random,span_vector,1.0,1.0,1.0,,0.4866666666666667,0.48666096289958777,0.5133390371004123,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,3,13,random,span_vector,1.0,1.0,1.0,,0.45166666666666666,0.4497944394118877,0.5502055605881123,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,3,17,random,span_vector,1.0,1.0,1.0,,0.495,0.4949943888265425,0.5050056111734575,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,3,19,random,span_vector,1.0,1.0,1.0,,0.48,0.479994222158024,0.520005777841976,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,3,23,random,span_vector,1.0,1.0,1.0,,0.5066666666666667,0.5066173283995066,0.4933826716004934,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,4,11,random,span_vector,1.0,1.0,1.0,,0.48833333333333334,0.488320541346867,0.511679458653133,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,4,13,random,span_vector,1.0,1.0,1.0,,0.45166666666666666,0.4497944394118877,0.5502055605881123,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,4,17,random,span_vector,1.0,1.0,1.0,,0.49666666666666665,0.49665408301874214,0.5033459169812579,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,4,19,random,span_vector,1.0,1.0,0.9999999999999999,,0.4866666666666667,0.4866153281994866,0.5133846718005134,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,4,23,random,span_vector,1.0,1.0,1.0,,0.525,0.5248099239695878,0.4751900760304122,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,5,11,random,span_vector,1.0,1.0,1.0,,0.4508333333333333,0.45069562577840694,0.5493043742215931,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,5,13,random,span_vector,1.0,1.0,1.0,,0.44666666666666666,0.44508825102513816,0.5549117489748618,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,5,17,random,span_vector,1.0,1.0,1.0,,0.4925,0.4924996475691997,0.5075003524308003,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,5,19,random,span_vector,1.0,1.0,1.0,,0.4825,0.48248239002577176,0.5175176099742282,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,5,23,random,span_vector,1.0,1.0,1.0,,0.4816666666666667,0.48129781177726383,0.5187021882227362,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,6,11,random,span_vector,1.0,1.0,1.0,,0.455,0.45478191276510604,0.545218087234894,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,6,13,random,span_vector,1.0,1.0,0.9999999999999999,,0.45416666666666666,0.4521392012524126,0.5478607987475874,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,6,17,random,span_vector,1.0,1.0,1.0,,0.5016666666666667,0.5016168283495016,0.4983831716504984,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,6,19,random,span_vector,1.0,1.0,1.0,,0.48583333333333334,0.485790125420261,0.514209874579739,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,6,23,random,span_vector,1.0,1.0,1.0,,0.49666666666666665,0.4966442953020134,0.5033557046979866,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,7,11,random,span_vector,1.0,1.0,1.0,,0.46166666666666667,0.46128357943426435,0.5387164205657357,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,7,13,random,span_vector,1.0,1.0,1.0,,0.45916666666666667,0.4568124768528044,0.5431875231471956,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,7,17,random,span_vector,1.0,1.0,1.0,,0.5066666666666667,0.506555641686046,0.49344435831395395,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,7,19,random,span_vector,1.0,1.0,1.0,,0.49583333333333335,0.4956480540420751,0.5043519459579249,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,7,23,random,span_vector,1.0,1.0,1.0,,0.5275,0.5273552525460923,0.4726447474539077,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,8,11,random,span_vector,1.0,1.0,0.9999999999999999,,0.46,0.4596622889305816,0.5403377110694184,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,8,13,random,span_vector,1.0,1.0,0.9999999999999999,,0.4608333333333333,0.45836551119370966,0.5416344888062903,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,8,17,random,span_vector,1.0,1.0,0.9999999999999999,,0.5208333333333334,0.5204253618529653,0.4795746381470347,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,8,19,random,span_vector,1.0,1.0,1.0,,0.485,0.4849642336273352,0.5150357663726648,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,8,23,random,span_vector,1.0,1.0,0.9999999999999999,,0.5016666666666667,0.5016652824035622,0.49833471759643777,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,9,11,random,span_vector,1.0,1.0,1.0,,0.4625,0.4620932079885413,0.5379067920114586,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,9,13,random,span_vector,1.0,1.0,1.0,,0.4533333333333333,0.45135822293590255,0.5486417770640974,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,9,17,random,span_vector,1.0,1.0,1.0,,0.5075,0.507376502025855,0.49262349797414495,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,9,19,random,span_vector,1.0,1.0,1.0,,0.4816666666666667,0.4816537080093669,0.5183462919906331,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,9,23,random,span_vector,1.0,1.0,1.0,,0.5775,0.5767943633794959,0.42320563662050414,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,10,11,random,span_vector,1.0,1.0,1.0,,0.49583333333333335,0.49575454498098664,0.5042454550190134,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,10,13,random,span_vector,1.0,1.0,0.9999999999999999,,0.4575,0.4552570967546237,0.5447429032453763,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,10,17,random,span_vector,1.0,1.0,1.0,,0.5041666666666667,0.5040891806011356,0.4959108193988644,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,gpt2,data/css_pairs/role_1500.jsonl,10,19,random,span_vector,1.0,1.0,1.0,,0.4975,0.4972818063395571,0.5027181936604429,4800,0,1200,pending,liblinear,300,1.0
