phenomenon,probe_name,model,dataset_path,layer,seed,split_type,feature_type,accuracy,macro_f1,auroc,ece,control_accuracy,control_macro_f1,selectivity,n_train,n_dev,n_test,config_sha256,solver,max_iter,C
negation,negation_probe,bert-base-uncased,data/css_pairs/neg_1500.jsonl,10,23,random,sentence_mean,1.0,1.0,1.0,,0.5566666666666666,0.5566617406860076,0.4433382593139924,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,bert-base-uncased,data/css_pairs/neg_1500.jsonl,11,11,random,sentence_mean,1.0,1.0,1.0,,0.5266666666666666,0.5266193285995266,0.47338067140047335,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,bert-base-uncased,data/css_pairs/neg_1500.jsonl,11,13,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.48333333333333334,0.482867914456344,0.517132085543656,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,bert-base-uncased,data/css_pairs/neg_1500.jsonl,11,17,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.5166666666666667,0.5166612962366248,0.4833387037633752,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,bert-base-uncased,data/css_pairs/neg_1500.jsonl,11,19,random,sentence_mean,1.0,1.0,1.0,,0.5266666666666666,0.5263298345490126,0.4736701654509874,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,bert-base-uncased,data/css_pairs/neg_1500.jsonl,11,23,random,sentence_mean,1.0,1.0,1.0,,0.5533333333333333,0.5533134805991378,0.44668651940086224,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,bert-base-uncased,data/css_pairs/neg_1500.jsonl,12,11,random,sentence_mean,1.0,1.0,1.0,,0.485,0.48436835123025707,0.515631648769743,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,bert-base-uncased,data/css_pairs/neg_1500.jsonl,12,13,random,sentence_mean,1.0,1.0,1.0,,0.5066666666666667,0.5066447397662119,0.49335526023378806,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,bert-base-uncased,data/css_pairs/neg_1500.jsonl,12,17,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.5133333333333333,0.5132846617995133,0.48671533820048674,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,bert-base-uncased,data/css_pairs/neg_1500.jsonl,12,19,random,sentence_mean,1.0,1.0,1.0,,0.4866666666666667,0.4857009272968129,0.5142990727031871,2400,0,600,pending,liblinear,300,1.0
negation,negation_probe,bert-base-uncased,data/css_pairs/neg_1500.jsonl,12,23,random,sentence_mean,1.0,1.0,1.0,,0.5566666666666666,0.5566223288995567,0.44337767110044335,2400,0,600,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,0,11,random,span_vector,1.0,1.0,1.0,,0.5391666666666667,0.534743825154542,0.465256174845458,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,0,13,random,span_vector,1.0,1.0,1.0,,0.4191666666666667,0.4189532126732668,0.5810467873267332,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,0,17,random,span_vector,1.0,1.0,1.0,,0.5591666666666667,0.5553622347880721,0.4446377652119279,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,0,19,random,span_vector,1.0,1.0,1.0,,0.4325,0.43207050331813435,0.5679294966818657,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,0,23,random,span_vector,1.0,1.0,1.0,,0.545,0.545,0.45499999999999996,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,1,11,random,span_vector,1.0,1.0,1.0,,0.5108333333333334,0.5108248407090401,0.4891751592909599,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,1,13,random,span_vector,1.0,1.0,1.0,,0.505,0.5049779990221788,0.49502200097782123,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,1,17,random,span_vector,1.0,1.0,0.9999999999999999,,0.4666666666666667,0.46664296190941823,0.5333570380905818,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,1,19,random,span_vector,1.0,1.0,0.9999999999999999,,0.505,0.5047675158616128,0.49523248413838716,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,1,23,random,span_vector,1.0,1.0,0.9999999999999999,,0.5066666666666667,0.5066652962924897,0.4933347037075103,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,2,11,random,span_vector,1.0,1.0,1.0,,0.5191666666666667,0.5190915247174037,0.4809084752825963,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,2,13,random,span_vector,1.0,1.0,1.0,,0.4875,0.48747117025332676,0.5125288297466732,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,2,17,random,span_vector,1.0,1.0,1.0,,0.4841666666666667,0.48414911340733124,0.5158508865926688,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,2,19,random,span_vector,1.0,1.0,1.0,,0.5091666666666667,0.5090681393696375,0.49093186063036254,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,2,23,random,span_vector,1.0,1.0,1.0,,0.515,0.5148652403445402,0.4851347596554598,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,3,11,random,span_vector,1.0,1.0,1.0,,0.5008333333333334,0.5007081636438023,0.49929183635619767,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,3,13,random,span_vector,1.0,1.0,1.0,,0.51,0.509769864186243,0.49023013581375696,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,3,17,random,span_vector,1.0,1.0,0.9999999999999999,,0.485,0.48499427771419684,0.5150057222858031,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,3,19,random,span_vector,1.0,1.0,1.0,,0.49666666666666665,0.496497433859714,0.503502566140286,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,3,23,random,span_vector,1.0,1.0,0.9999999999999999,,0.5208333333333334,0.5205133425848778,0.4794866574151222,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,4,11,random,span_vector,1.0,1.0,1.0,,0.5158333333333334,0.5156850118682179,0.4843149881317821,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,4,13,random,span_vector,1.0,1.0,1.0,,0.5058333333333334,0.5058302447723632,0.49416975522763684,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,4,17,random,span_vector,1.0,1.0,1.0,,0.47833333333333333,0.47800708776318535,0.5219929122368147,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,4,19,random,span_vector,1.0,1.0,1.0,,0.4975,0.49720635454456386,0.5027936454554361,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,4,23,random,span_vector,1.0,1.0,1.0,,0.5141666666666667,0.5141096420343776,0.4858903579656224,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,5,11,random,span_vector,1.0,1.0,1.0,,0.48583333333333334,0.4857729830792642,0.5142270169207358,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,5,13,random,span_vector,1.0,1.0,1.0,,0.4825,0.4822752930959618,0.5177247069040383,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,5,17,random,span_vector,1.0,1.0,1.0,,0.49083333333333334,0.4908301510217772,0.5091698489782228,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,5,19,random,span_vector,1.0,1.0,0.9999999999999999,,0.49333333333333335,0.49326436098246706,0.5067356390175329,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,5,23,random,span_vector,1.0,1.0,1.0,,0.5216666666666666,0.5216613517927977,0.4783386482072023,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,6,11,random,span_vector,1.0,1.0,1.0,,0.4866666666666667,0.48655114067331817,0.5134488593266818,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,6,13,random,span_vector,1.0,1.0,1.0,,0.49583333333333335,0.49570690985726285,0.5042930901427372,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,6,17,random,span_vector,1.0,1.0,1.0,,0.49333333333333335,0.4929727806440135,0.5070272193559865,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,6,19,random,span_vector,1.0,1.0,1.0,,0.5075,0.5072505455887042,0.4927494544112958,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,6,23,random,span_vector,1.0,1.0,1.0,,0.5158333333333334,0.5158249275161028,0.48417507248389724,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,7,11,random,span_vector,1.0,1.0,1.0,,0.495,0.4946841776110069,0.5053158223889931,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,7,13,random,span_vector,1.0,1.0,1.0,,0.5133333333333333,0.5133333333333333,0.4866666666666667,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,7,17,random,span_vector,1.0,1.0,1.0,,0.48,0.4798555154209503,0.5201444845790497,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,7,19,random,span_vector,1.0,1.0,1.0,,0.5066666666666667,0.5063979277606697,0.4936020722393303,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,7,23,random,span_vector,1.0,1.0,0.9999999999999999,,0.53,0.5299360190692621,0.47006398093073787,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,8,11,random,span_vector,1.0,1.0,1.0,,0.5041666666666667,0.5039155239006414,0.4960844760993586,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,8,13,random,span_vector,1.0,1.0,1.0,,0.49833333333333335,0.4983277591973244,0.5016722408026756,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,8,17,random,span_vector,1.0,1.0,1.0,,0.4841666666666667,0.4840086443139878,0.5159913556860122,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,8,19,random,span_vector,1.0,1.0,1.0,,0.5033333333333333,0.5027241704421249,0.4972758295578751,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,8,23,random,span_vector,1.0,1.0,1.0,,0.5175,0.5173790095989341,0.4826209904010659,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,9,11,random,span_vector,1.0,1.0,0.9999999999999999,,0.5116666666666667,0.5113612674588284,0.4886387325411716,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,9,13,random,span_vector,1.0,1.0,1.0,,0.5041666666666667,0.5041497939860453,0.4958502060139547,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,9,17,random,span_vector,1.0,1.0,1.0,,0.49916666666666665,0.49915797149256064,0.5008420285074393,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,9,19,random,span_vector,1.0,1.0,1.0,,0.5025,0.5018603748841395,0.4981396251158605,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,9,23,random,span_vector,1.0,1.0,1.0,,0.49666666666666665,0.4966163282994966,0.5033836717005034,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,10,11,random,span_vector,1.0,1.0,1.0,,0.49583333333333335,0.4948479360085055,0.5051520639914945,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,10,13,random,span_vector,1.0,1.0,1.0,,0.48583333333333334,0.48573012222591894,0.5142698777740811,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,10,17,random,span_vector,1.0,1.0,1.0,,0.5066666666666667,0.5065995093776653,0.4934004906223347,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,10,19,random,span_vector,1.0,1.0,1.0,,0.5033333333333333,0.5032215581839248,0.4967784418160752,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,10,23,random,span_vector,1.0,1.0,1.0,,0.4975,0.49749965104142435,0.5025003489585756,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,11,11,random,span_vector,1.0,1.0,1.0,,0.5008333333333334,0.5007081636438023,0.49929183635619767,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,11,13,random,span_vector,1.0,1.0,1.0,,0.4741666666666667,0.47371896231168875,0.5262810376883112,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,11,17,random,span_vector,1.0,1.0,1.0,,0.49583333333333335,0.49570690985726285,0.5042930901427372,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,11,19,random,span_vector,1.0,1.0,1.0,,0.5141666666666667,0.5140691430432913,0.4859308569567087,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,11,23,random,span_vector,1.0,1.0,1.0,,0.5233333333333333,0.5228031145717464,0.47719688542825356,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,12,11,random,span_vector,1.0,1.0,1.0,,0.5075,0.5073190081634156,0.4926809918365844,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,12,13,random,span_vector,1.0,1.0,1.0,,0.49,0.4899093172119488,0.5100906827880511,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,12,17,random,span_vector,1.0,1.0,1.0,,0.49833333333333335,0.49819394276187834,0.5018060572381217,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,12,19,random,span_vector,1.0,1.0,1.0,,0.48583333333333334,0.4855729046162953,0.5144270953837047,4800,0,1200,pending,liblinear,300,1.0
role_reversal,role_probe,bert-base-uncased,data/css_pairs/role_1500.jsonl,12,23,random,span_vector,1.0,1.0,1.0,,0.5158333333333334,0.5157765043258549,0.48422349567414513,4800,0,1200,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,0,11,random,sentence_mean,1.0,1.0,1.0,,0.4025,0.4008485889232196,0.5991514110767804,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,0,13,random,sentence_mean,1.0,1.0,1.0,,0.45,0.44965603502188867,0.5503439649781113,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,0,17,random,sentence_mean,1.0,1.0,1.0,,0.52,0.5196998123827392,0.4803001876172608,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,0,19,random,sentence_mean,1.0,1.0,1.0,,0.6175,0.617478483164678,0.382521516835322,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,0,23,random,sentence_mean,1.0,1.0,1.0,,0.5975,0.5961648199359131,0.4038351800640869,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,1,11,random,sentence_mean,1.0,1.0,1.0,,0.49,0.48988522417543945,0.5101147758245606,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,1,13,random,sentence_mean,1.0,1.0,1.0,,0.4675,0.4662958299663616,0.5337041700336385,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,1,17,random,sentence_mean,1.0,1.0,1.0,,0.4075,0.4074962968518553,0.5925037031481447,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,1,19,random,sentence_mean,1.0,1.0,1.0,,0.51,0.5096935584740463,0.4903064415259537,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,1,23,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.57,0.569827931172469,0.430172068827531,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,2,11,random,sentence_mean,1.0,1.0,1.0,,0.4725,0.47233840363611357,0.5276615963638864,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,2,13,random,sentence_mean,1.0,1.0,1.0,,0.455,0.45433155615629145,0.5456684438437085,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,2,17,random,sentence_mean,1.0,1.0,1.0,,0.4225,0.42232308644522387,0.5776769135547761,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,2,19,random,sentence_mean,1.0,1.0,1.0,,0.5325,0.5314428178577917,0.4685571821422083,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,2,23,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.5525,0.5522733383775537,0.44772666162244634,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,3,11,random,sentence_mean,1.0,1.0,1.0,,0.455,0.45478191276510604,0.545218087234894,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,3,13,random,sentence_mean,1.0,1.0,1.0,,0.4275,0.4270667192063998,0.5729332807936002,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,3,17,random,sentence_mean,1.0,1.0,1.0,,0.4925,0.49247145151914795,0.507528548480852,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,3,19,random,sentence_mean,1.0,1.0,1.0,,0.53,0.52995299529953,0.47004700470047,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,3,23,random,sentence_mean,1.0,1.0,1.0,,0.56,0.5592948717948718,0.4407051282051282,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,4,11,random,sentence_mean,1.0,1.0,1.0,,0.4825,0.48223788292823244,0.5177621170717676,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,4,13,random,sentence_mean,1.0,1.0,1.0,,0.4425,0.4414911934682019,0.558508806531798,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,4,17,random,sentence_mean,1.0,1.0,0.9999999999999999,,0.4525,0.4524144397562119,0.5475855602437881,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,4,19,random,sentence_mean,1.0,1.0,1.0,,0.5325,0.53184165232358,0.46815834767641995,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,4,23,random,sentence_mean,1.0,1.0,1.0,,0.57,0.5696126513862476,0.4303873486137524,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,5,11,random,sentence_mean,1.0,1.0,1.0,,0.4875,0.4872404154603268,0.5127595845396732,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,5,13,random,sentence_mean,1.0,1.0,1.0,,0.455,0.4536340852130326,0.5463659147869674,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,5,17,random,sentence_mean,1.0,1.0,1.0,,0.4325,0.43189994431618395,0.568100055683816,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,5,19,random,sentence_mean,1.0,1.0,1.0,,0.525,0.5247029393370857,0.47529706066291433,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,5,23,random,sentence_mean,1.0,1.0,1.0,,0.565,0.5646081473325993,0.43539185266740066,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,6,11,random,sentence_mean,1.0,1.0,1.0,,0.5,0.4996873045653534,0.5003126954346466,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,6,13,random,sentence_mean,1.0,1.0,1.0,,0.43,0.42794058610999597,0.572059413890004,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,6,17,random,sentence_mean,1.0,1.0,1.0,,0.465,0.46451806625963366,0.5354819337403663,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,6,19,random,sentence_mean,1.0,1.0,1.0,,0.52,0.51995199519952,0.48004800480048004,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,6,23,random,sentence_mean,1.0,1.0,1.0,,0.56,0.5597248280175109,0.4402751719824891,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,7,11,random,sentence_mean,1.0,1.0,1.0,,0.4675,0.46675011735252697,0.533249882647473,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,7,13,random,sentence_mean,1.0,1.0,1.0,,0.425,0.4235588972431078,0.5764411027568922,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,7,17,random,sentence_mean,1.0,1.0,1.0,,0.45,0.45,0.55,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,7,19,random,sentence_mean,1.0,1.0,1.0,,0.515,0.5146966854283928,0.48530331457160725,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,7,23,random,sentence_mean,1.0,1.0,1.0,,0.555,0.5548219287715086,0.4451780712284914,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,8,11,random,sentence_mean,1.0,1.0,1.0,,0.4775,0.47723535039613807,0.5227646496038619,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,8,13,random,sentence_mean,1.0,1.0,1.0,,0.465,0.46273003439532023,0.5372699656046798,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,8,17,random,sentence_mean,1.0,1.0,1.0,,0.4575,0.4574966093538084,0.5425033906461916,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,8,19,random,sentence_mean,1.0,1.0,1.0,,0.5225,0.5223537208270033,0.47764627917299673,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,8,23,random,sentence_mean,1.0,1.0,1.0,,0.5575,0.5572758709096479,0.4427241290903521,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,9,11,random,sentence_mean,1.0,1.0,1.0,,0.4825,0.48247088898750556,0.5175291110124944,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,9,13,random,sentence_mean,1.0,1.0,1.0,,0.4125,0.41167266468471286,0.5883273353152871,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,9,17,random,sentence_mean,1.0,1.0,1.0,,0.4525,0.4524692013925783,0.5475307986074217,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,9,19,random,sentence_mean,1.0,1.0,1.0,,0.535,0.5348953514540772,0.4651046485459228,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,9,23,random,sentence_mean,1.0,1.0,1.0,,0.57,0.5697310819262038,0.4302689180737962,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,10,11,random,sentence_mean,1.0,1.0,1.0,,0.4425,0.4423292133215797,0.5576707866784203,1600,0,400,pending,liblinear,300,1.0
attachment,attachment_probe,gpt2,data/css_pairs/attach_1500.jsonl,10,13,random,sentence_mean,1.0,1.0,1.0,,0.4125,0.4118787969793094,0.5881212030206906,1600,0,400,pending,liblinear,300,1.0
