phenomenon,probe_name,model,dataset_path,layer,seed,split_type,feature_type,accuracy,macro_f1,auroc,ece,control_accuracy,control_macro_f1,selectivity,n_train,n_dev,n_test,config_sha256
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,2,17,random,sentence_mean,1.0,1.0,1.0,,0.5,0.5,0.5,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,2,19,random,sentence_mean,1.0,1.0,1.0,,0.45,0.4373401534526854,0.5626598465473146,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,2,23,random,sentence_mean,1.0,1.0,1.0,,0.45,0.44862155388471175,0.5513784461152882,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,3,11,random,sentence_mean,1.0,1.0,1.0,,0.4,0.4,0.6,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,3,13,random,sentence_mean,1.0,1.0,1.0,,0.65,0.6266666666666667,0.3733333333333333,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,3,17,random,sentence_mean,1.0,1.0,1.0,,0.5,0.4949494949494949,0.5050505050505051,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,3,19,random,sentence_mean,1.0,1.0,1.0,,0.35,0.3350383631713555,0.6649616368286445,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,3,23,random,sentence_mean,1.0,1.0,1.0,,0.4,0.3939393939393939,0.6060606060606061,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,4,11,random,sentence_mean,1.0,1.0,1.0,,0.45,0.44862155388471175,0.5513784461152882,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,4,13,random,sentence_mean,1.0,1.0,1.0,,0.65,0.6419437340153453,0.3580562659846547,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,4,17,random,sentence_mean,1.0,1.0,1.0,,0.5,0.4949494949494949,0.5050505050505051,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,4,19,random,sentence_mean,1.0,1.0,1.0,,0.5,0.5,0.5,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,4,23,random,sentence_mean,1.0,1.0,1.0,,0.5,0.5,0.5,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,5,11,random,sentence_mean,1.0,1.0,1.0,,0.3,0.29292929292929293,0.7070707070707071,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,5,13,random,sentence_mean,1.0,1.0,1.0,,0.65,0.6419437340153453,0.3580562659846547,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,5,17,random,sentence_mean,1.0,1.0,1.0,,0.35,0.3350383631713555,0.6649616368286445,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,5,19,random,sentence_mean,1.0,1.0,1.0,,0.35,0.3350383631713555,0.6649616368286445,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,5,23,random,sentence_mean,1.0,1.0,1.0,,0.6,0.6,0.4,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,6,11,random,sentence_mean,1.0,1.0,1.0,,0.3,0.29292929292929293,0.7070707070707071,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,6,13,random,sentence_mean,1.0,1.0,1.0,,0.7,0.6875,0.3125,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,6,17,random,sentence_mean,1.0,1.0,1.0,,0.45,0.4373401534526854,0.5626598465473146,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,6,19,random,sentence_mean,1.0,1.0,1.0,,0.4,0.375,0.625,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,6,23,random,sentence_mean,1.0,1.0,1.0,,0.5,0.5,0.5,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,7,11,random,sentence_mean,1.0,1.0,1.0,,0.3,0.29292929292929293,0.7070707070707071,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,7,13,random,sentence_mean,1.0,1.0,1.0,,0.8,0.7916666666666667,0.20833333333333326,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,7,17,random,sentence_mean,1.0,1.0,1.0,,0.45,0.4373401534526854,0.5626598465473146,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,7,19,random,sentence_mean,1.0,1.0,1.0,,0.45,0.4373401534526854,0.5626598465473146,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,7,23,random,sentence_mean,1.0,1.0,1.0,,0.55,0.5488721804511278,0.45112781954887216,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,8,11,random,sentence_mean,1.0,1.0,1.0,,0.4,0.3939393939393939,0.6060606060606061,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,8,13,random,sentence_mean,1.0,1.0,1.0,,0.7,0.6703296703296704,0.3296703296703296,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,8,17,random,sentence_mean,1.0,1.0,1.0,,0.45,0.4373401534526854,0.5626598465473146,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,8,19,random,sentence_mean,1.0,1.0,1.0,,0.45,0.4373401534526854,0.5626598465473146,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,8,23,random,sentence_mean,1.0,1.0,1.0,,0.55,0.5488721804511278,0.45112781954887216,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,9,11,random,sentence_mean,1.0,1.0,1.0,,0.35,0.3483709273182957,0.6516290726817042,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,9,13,random,sentence_mean,1.0,1.0,1.0,,0.6,0.5604395604395604,0.43956043956043955,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,9,17,random,sentence_mean,1.0,1.0,1.0,,0.4,0.3939393939393939,0.6060606060606061,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,9,19,random,sentence_mean,1.0,1.0,1.0,,0.3,0.27083333333333337,0.7291666666666666,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,9,23,random,sentence_mean,1.0,1.0,1.0,,0.6,0.6,0.4,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,10,11,random,sentence_mean,1.0,1.0,1.0,,0.35,0.3483709273182957,0.6516290726817042,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,10,13,random,sentence_mean,1.0,1.0,1.0,,0.6,0.5833333333333333,0.41666666666666674,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,10,17,random,sentence_mean,1.0,1.0,1.0,,0.45,0.44862155388471175,0.5513784461152882,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,10,19,random,sentence_mean,1.0,1.0,1.0,,0.45,0.41333333333333333,0.5866666666666667,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,10,23,random,sentence_mean,1.0,1.0,1.0,,0.55,0.5488721804511278,0.45112781954887216,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,11,11,random,sentence_mean,1.0,1.0,1.0,,0.4,0.4,0.6,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,11,13,random,sentence_mean,1.0,1.0,1.0,,0.7,0.6875,0.3125,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,11,17,random,sentence_mean,1.0,1.0,1.0,,0.5,0.5,0.5,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,11,19,random,sentence_mean,1.0,1.0,1.0,,0.5,0.4949494949494949,0.5050505050505051,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,11,23,random,sentence_mean,1.0,1.0,1.0,,0.5,0.5,0.5,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,12,11,random,sentence_mean,1.0,1.0,1.0,,0.45,0.44862155388471175,0.5513784461152882,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,12,13,random,sentence_mean,1.0,1.0,1.0,,0.7,0.6875,0.3125,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,12,17,random,sentence_mean,1.0,1.0,1.0,,0.45,0.44862155388471175,0.5513784461152882,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,12,19,random,sentence_mean,1.0,1.0,1.0,,0.45,0.4373401534526854,0.5626598465473146,80,0,20,pending
negation,negation_probe,gpt2,data/css_pairs/neg_pilot_100.jsonl,12,23,random,sentence_mean,1.0,1.0,1.0,,0.5,0.5,0.5,80,0,20,pending
