model,phenomenon,layer,metric,n,spearman_rho,spearman_p,spearman_ci_lo,spearman_ci_hi,pearson_r,pearson_p,pearson_ci_lo,pearson_ci_hi,spearman_q,pearson_q
mistralai/Mistral-7B-Instruct-v0.3,negation,7,delta_frob,1500,0.02613322334795262,0.3117942326115181,-0.02303922356145856,0.08115363476854758,0.09047951043337021,0.0004505847424307778,0.03144564280049375,0.135133357242291,0.3674717741492892,0.0007825945526429299
mistralai/Mistral-7B-Instruct-v0.3,negation,7,delta_l2,1500,-0.019641279362274423,0.4471693270527908,-0.0705639263424601,0.03548589693408201,0.03058086765925353,0.23653921549150592,-0.02963984413973247,0.0839665889613928,0.5027867319826617,0.2591134974678737
mistralai/Mistral-7B-Instruct-v0.3,negation,7,delta_token_aligned,1500,-0.08852799035819128,0.0005979176855716493,-0.13056416581743663,-0.037083523178121754,-0.09014779501784906,0.000472965876682246,-0.14410370172465012,-0.03453673944922891,0.0010183888321994542,0.0008160979832948559
mistralai/Mistral-7B-Instruct-v0.3,negation,8,delta_cos,1500,-0.001382530457831925,0.9573330829930392,-0.0533333227322512,0.048639891208394195,0.05570514492565122,0.030980147049509972,-0.006257234399011668,0.10639106295029319,0.9609731327382599,0.038946470576526816
mistralai/Mistral-7B-Instruct-v0.3,negation,8,delta_frob,1500,0.0035715050160089177,0.8900753046694002,-0.046608546593397866,0.058853451888680706,0.078420281489529,0.002370861290085806,0.020024220113950143,0.1279195927721639,0.9018795585767341,0.0038876234818798305
mistralai/Mistral-7B-Instruct-v0.3,negation,8,delta_l2,1500,-0.034646148704264364,0.17988033895648034,-0.0841030775792538,0.022081186045981943,0.01820492732508519,0.48109380957825004,-0.0429217895383513,0.0731407401831316,0.2242853174462335,0.4980735910927765
mistralai/Mistral-7B-Instruct-v0.3,negation,8,delta_token_aligned,1500,-0.10106890648636137,8.812268740245884e-05,-0.14658567476364237,-0.05056626499622716,-0.09086269942866797,0.00042596112347463865,-0.14335067124438364,-0.03615774190666993,0.00018318416908857585,0.0007447267324324808
mistralai/Mistral-7B-Instruct-v0.3,negation,9,delta_cos,1500,-0.01551669969558488,0.5481768231002324,-0.06675686171120272,0.03207766410273612,0.047070357059711125,0.06837649660105558,-0.01813384456309409,0.0980633344335274,0.6029945054102556,0.082426461656067
mistralai/Mistral-7B-Instruct-v0.3,negation,9,delta_frob,1500,-0.016660210951486138,0.519086597012025,-0.0675972858787488,0.037282661704093396,0.06395820177906578,0.013228329340493398,0.0019436977970243943,0.1159294606692371,0.5733843582057514,0.017461394729451286
mistralai/Mistral-7B-Instruct-v0.3,negation,9,delta_l2,1500,-0.049708077703249254,0.05425807185232568,-0.100712024722377,0.002397975129946163,0.010670355263142011,0.6796591309721723,-0.05171421541972464,0.06216972566046457,0.07827393972138787,0.6874713048913927
mistralai/Mistral-7B-Instruct-v0.3,negation,9,delta_token_aligned,1500,-0.11021323595542969,1.8856301688817246e-05,-0.15424900827473662,-0.06275076975669037,-0.09513972866842102,0.00022421276155064115,-0.14406539533554552,-0.040723327229086274,4.218698004955723e-05,0.00040822185551289144
mistralai/Mistral-7B-Instruct-v0.3,negation,10,delta_cos,1500,-0.026164526700772996,0.3112147823125078,-0.07804316193826412,0.022477618371284598,0.04043426883750814,0.11750153638886393,-0.022463060212761562,0.09553033253632132,0.3674717741492892,0.13544909535917654
mistralai/Mistral-7B-Instruct-v0.3,negation,10,delta_frob,1500,-0.012130880232675969,0.638746178759232,-0.05884051823959557,0.04428548151634196,0.061279929254575476,0.017614962528907825,0.0011693581903350877,0.11474632811396271,0.6854837040342977,0.02279583386093954
mistralai/Mistral-7B-Instruct-v0.3,negation,10,delta_l2,1500,-0.037414509181349656,0.14751728922195653,-0.09157111509595217,0.015735783770716202,0.008072758929396597,0.7547357510256251,-0.054582908462219075,0.06118850440979621,0.18708030620790853,0.7604970926365077
mistralai/Mistral-7B-Instruct-v0.3,negation,10,delta_token_aligned,1500,-0.09093369524198033,0.0004215390944317861,-0.1336004858080979,-0.04339221097562846,-0.09443359472019128,0.0002497310884345624,-0.1447321267400451,-0.03904108897888351,0.000746888059932829,0.0004484966486171733
mistralai/Mistral-7B-Instruct-v0.3,negation,11,delta_cos,1500,-0.036965541797806464,0.1524402978236841,-0.09075348154608708,0.013913543775596698,0.033737033829903076,0.1915824297471814,-0.028142430197124913,0.08871618983487634,0.1916392315497743,0.21365044031391264
mistralai/Mistral-7B-Instruct-v0.3,negation,11,delta_frob,1500,-0.019624553981763028,0.447556371272445,-0.06793436452277442,0.03561342796425903,0.05099230333065512,0.04831791672749295,-0.010562488480847319,0.10341292037241254,0.5027867319826617,0.059607149607748315
