model,phenomenon,layer,metric,spearman_ci_lo,spearman_ci_hi,pearson_ci_lo,pearson_ci_hi
mistralai/Mistral-7B-Instruct-v0.3,negation,25,delta_cos,-0.0069305331652738025,0.09967831622353128,0.0010326256546420544,0.12425575432324033
mistralai/Mistral-7B-Instruct-v0.3,negation,25,delta_frob,-0.034115049951977026,0.086123301121868,0.006825311000864548,0.128745825800367
mistralai/Mistral-7B-Instruct-v0.3,negation,25,delta_l2,-0.005061924686665329,0.08712883519047718,0.00866726310720288,0.11598856893683517
mistralai/Mistral-7B-Instruct-v0.3,negation,25,delta_token_aligned,-0.1382651824285437,-0.03538045708476848,-0.15488023699207812,-0.05464047416328668
mistralai/Mistral-7B-Instruct-v0.3,negation,26,delta_cos,-0.00652183702719328,0.10022895122137483,0.005661917004280038,0.12928844831372563
mistralai/Mistral-7B-Instruct-v0.3,negation,26,delta_frob,-0.027314802520130622,0.08949363114411536,0.012764397072650036,0.1349853197048605
mistralai/Mistral-7B-Instruct-v0.3,negation,26,delta_l2,-0.008796819450897591,0.08706515639675216,0.01138520226635223,0.11726847640284246
mistralai/Mistral-7B-Instruct-v0.3,negation,26,delta_token_aligned,-0.13443582755821654,-0.03272700921340888,-0.15375435926834627,-0.05413611351951711
mistralai/Mistral-7B-Instruct-v0.3,negation,27,delta_cos,-0.011090767170408643,0.09541739596291979,0.005256193721701548,0.12965427566367432
mistralai/Mistral-7B-Instruct-v0.3,negation,27,delta_frob,-0.028545839585387853,0.0868956396186434,0.01215560752027801,0.13394849986248938
mistralai/Mistral-7B-Instruct-v0.3,negation,27,delta_l2,-0.012896005276033125,0.08066523337464711,0.008172593202042343,0.11572805550067662
mistralai/Mistral-7B-Instruct-v0.3,negation,27,delta_token_aligned,-0.1352450918288177,-0.03444858703235515,-0.15377096111824995,-0.05447598449168522
mistralai/Mistral-7B-Instruct-v0.3,negation,28,delta_cos,-0.009826615456039266,0.10140387976948313,-0.0001275883415374615,0.13253705038181848
mistralai/Mistral-7B-Instruct-v0.3,negation,28,delta_frob,-0.022016923260858044,0.09363283225421917,0.010596464211580597,0.13431413014696708
mistralai/Mistral-7B-Instruct-v0.3,negation,28,delta_l2,-0.007438271803146027,0.0865525836409157,0.00902690176230035,0.11711818095657983
