model,phenomenon,layer,n,adj_r2_cos,adj_r2_cos_frob,delta_adj_r2,beta_z_frob,p_z_frob,p_z_frob_q
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,8,1500,0.07073565633726042,0.0743865572470932,0.003650900909832777,0.305251567839009,0.008704371673703633,0.01595801473512333
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,9,1500,0.06860487846682883,0.07349211365731723,0.004887235190488393,0.3236357981252874,0.002911763098426646,0.006626771189522712
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,10,1500,0.06614373570432963,0.0695084015157359,0.0033646658114062644,0.28183573877848467,0.011452539386667038,0.01799684760761963
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,11,1500,0.06440433599524509,0.06687561472362924,0.002471278728384152,0.2725239838920083,0.026058675598992703,0.03908801339848905
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,12,1500,0.06323208229484245,0.06796702124236298,0.004734938947520528,0.3696786577437061,0.00341276030674746,0.0075080726748444114
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,13,1500,0.06339767750346004,0.06504197777012422,0.0016443002666641782,0.23785249694975835,0.05690444560010497,0.07664680427769241
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,14,1500,0.05922069780109429,0.05949458037623334,0.00027388257513905057,0.16342307686269741,0.23103496882326352,0.27229121325598915
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,15,1500,0.05814949979935491,0.06027162553073129,0.0021221257313763786,0.30494663629727914,0.03656719677182678,0.05246597797696886
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,16,1500,0.057208144754725576,0.059229587720613264,0.0020214429658876876,0.29605494402122323,0.040254289971184555,0.05652730081059959
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,17,1500,0.05900768298699122,0.06637565943364387,0.007367976446652658,0.5162104667708614,0.0003565169118260034,0.0010695507354780101
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,18,1500,0.06264013144457437,0.0695978923370314,0.006957760892457032,0.4959797042355645,0.0004951167415918202,0.0014207697802200057
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,19,1500,0.0584741411145171,0.06799431773843723,0.009520176623920129,0.5479032917515023,5.7362542375970265e-05,0.0001992593577270546
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,20,1500,0.05623074084740354,0.062238168568748864,0.006007427721345326,0.42439903697322884,0.0011664377453518395,0.003191800503196648
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,21,1500,0.056052261693382066,0.061879196619163745,0.005826934925781679,0.41645611613602385,0.0013643379860097816,0.003463319502947907
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,22,1500,0.05451309825776873,0.05892953467547324,0.004416436417704506,0.35576041262355085,0.004686517293928281,0.009977746496750534
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,23,1500,0.05405913811964813,0.05782087839949657,0.0037617402798484356,0.328735786333588,0.0083613956704956,0.015767203264363133
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,24,1500,0.05510370340293069,0.05924198663856217,0.004138283235631479,0.3483730544876414,0.005970964284275854,0.011590695375359011
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,25,1500,0.05474891239200619,0.05904913792454525,0.004300225532539059,0.3475352403204338,0.005184974820096632,0.010694010566449304
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,26,1500,0.05508124350769428,0.05866109522597329,0.0035798517182790146,0.32413825899707904,0.00979369733667192,0.01701010590053544
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,27,1500,0.05598638167807213,0.05941264472420171,0.003426263046129585,0.32088224456134595,0.0111991898272503,0.01799684760761963
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,28,1500,0.056249231712039105,0.05794718297157697,0.0016979512595378665,0.25149684993583643,0.054720372048208975,0.07524051156628735
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,29,1500,0.057475078718421724,0.05878578161978021,0.0013107029013584848,0.22364322545735482,0.07930567528383402,0.10112736001811441
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,30,1500,0.05698676909060907,0.05769492998941472,0.0007081608988056542,0.19894077481015937,0.1451915163264158,0.18080452976497063
mistralai/Mistral-7B-Instruct-v0.3,role_reversal,31,1500,0.056560147702710006,0.056447361150464115,-0.00011278655224589151,0.12260381908963505,0.364982216182772,0.38852945593649924
